dt,LandAverageTemperature,LandAverageTemperatureUncertainty,LandMaxTemperature,LandMaxTemperatureUncertainty,LandMinTemperature,LandMinTemperatureUncertainty,LandAndOceanAverageTemperature,LandAndOceanAverageTemperatureUncertainty
01/03/1857,4.312,0.8440000000000001,10.2,2.047,-1.0710000000000002,2.391,13.916,0.278
01/04/1857,6.826999999999999,0.5429999999999999,13.107,1.864,0.8799999999999999,1.106,14.481,0.212
01/05/1857,9.885,0.6809999999999999,15.6,1.975,3.639,0.7390000000000001,15.279000000000002,0.241
01/06/1857,12.611,0.7979999999999999,17.372,2.106,5.849,0.736,16.175,0.267
01/07/1857,13.953,0.792,18.717,1.48,7.438,1.352,16.477999999999998,0.266
01/08/1857,13.203,0.795,18.194000000000003,1.164,6.997999999999998,0.927,16.459,0.266
01/09/1857,11.056,0.672,17.223000000000006,1.133,5.146,1.467,15.84,0.241
01/10/1857,8.198,0.726,14.558,2.017,2.881,1.5830000000000002,14.918,0.255
01/11/1857,5.236000000000001,0.636,10.527,3.003,-0.605,1.579,13.829,0.241
01/12/1857,3.515,0.7170000000000001,9.509,2.607,-1.546,1.804,13.367,0.26
01/01/1858,2.739,1.094,9.044,2.067,-2.692,2.052,13.220999999999998,0.347
01/02/1858,2.2840000000000003,0.662,7.829,2.149,-4.1480000000000015,1.591,13.29,0.236
01/03/1858,4.834,0.757,10.44,1.837,-1.4700000000000002,1.325,14.044,0.255
01/04/1858,8.25,0.6609999999999999,13.912,1.741,1.041,1.479,14.967,0.239
01/05/1858,10.851,0.624,16.258000000000006,2.225,3.8640000000000008,1.055,15.541,0.231
01/06/1858,12.956,0.688,18.968,1.622,7.037999999999999,0.677,16.172,0.248
01/07/1858,13.677,0.754,18.561,1.694,7.888,0.845,16.51,0.266
01/08/1858,13.22,0.5579999999999999,18.261,1.862,7.2639999999999985,0.88,16.489,0.216
01/09/1858,11.148,0.517,17.559,1.227,5.505,1.374,15.833,0.213
01/10/1858,8.809999999999997,0.62,15.071,1.825,3.688,0.921,15.114,0.246
01/11/1858,5.99,0.774,9.803,2.061,-0.6840000000000002,1.289,14.134,0.276
01/12/1858,2.444,0.688,8.49,2.13,-1.965,1.204,13.263,0.249
01/01/1859,2.015,1.007,8.074,1.753,-2.7,1.295,13.058,0.326
01/02/1859,2.611,1.0,8.968,1.791,-1.858,1.713,13.33,0.327
01/03/1859,5.023,0.916,11.16,1.37,-0.4580000000000001,1.035,14.104,0.312
01/04/1859,8.542,0.617,14.225,2.009,1.4340000000000002,0.8640000000000001,15.197,0.246
01/05/1859,11.456,0.616,17.021,1.236,5.277,1.77,15.868,0.238
01/06/1859,13.142,0.514,18.285,2.2840000000000003,7.057,1.026,16.400000000000002,0.226
01/07/1859,13.827,0.5670000000000001,19.444000000000003,1.968,7.85,0.737,16.494,0.234
01/08/1859,13.217,0.468,19.201,1.673,7.964999999999999,0.8490000000000001,16.45,0.205
01/09/1859,11.079999999999998,0.365,16.483,1.839,5.422999999999999,0.873,15.589,0.204
01/10/1859,8.834,0.638,14.235,1.945,2.968,0.908,15.062,0.25
01/11/1859,5.912000000000001,0.5720000000000001,10.973,1.519,-0.0140000000000001,0.996,14.094,0.244
01/12/1859,3.365,0.816,8.254999999999999,3.11,-3.422,1.65,13.513,0.287
01/01/1860,2.077,0.86,9.771999999999998,2.26,-2.059,1.59,13.17,0.294
01/02/1860,2.632,0.75,8.747,2.3480000000000003,-3.232,1.188,13.424,0.275
01/03/1860,3.494,0.87,11.821,2.164,-0.7140000000000001,1.146,13.714,0.302
01/04/1860,7.76,0.46,13.511,1.721,1.805,1.295,14.861,0.209
01/05/1860,11.062,0.7440000000000001,16.822000000000006,1.139,4.792000000000002,1.094,15.758,0.276
01/06/1860,13.271999999999998,0.5479999999999999,19.163,1.361,7.212999999999999,0.7659999999999999,16.338,0.24
01/07/1860,14.203,0.471,18.566,2.125,7.45,0.8590000000000001,16.737000000000002,0.221
01/08/1860,13.765,0.503,18.984,1.5590000000000002,7.068999999999999,0.65,16.634,0.234
01/09/1860,11.892,0.535,16.892000000000003,2.219,5.5360000000000005,1.212,16.133,0.242
01/10/1860,8.712,0.466,13.677,1.876,2.906,0.903,15.076,0.223
01/11/1860,5.027,0.555,11.012,1.971,-0.111,1.121,13.922,0.233
01/12/1860,1.634,0.75,8.556000000000001,2.475,-2.5250000000000004,1.188,12.828,0.277
01/01/1861,0.4040000000000004,0.846,7.7429999999999986,2.125,-3.256,1.721,12.475,0.299
01/02/1861,2.137,0.755,8.600999999999999,1.862,-3.055,1.479,12.917000000000002,0.28
01/03/1861,4.489,0.759,9.786,2.204,-2.007,1.402,13.824000000000002,0.3
01/04/1861,7.486999999999999,0.6990000000000001,12.772,1.435,1.372,0.999,15.018,0.291
01/05/1861,10.515999999999998,0.5379999999999999,15.401000000000002,2.279,3.858000000000001,0.887,15.489,0.277
01/06/1861,13.017,0.7979999999999999,19.299,1.078,7.391,1.3219999999999998,16.358,0.319
01/07/1861,13.967,0.477,19.37,1.53,7.803,1.286,16.547,0.261
01/08/1861,13.656,0.5760000000000001,18.907,1.014,7.562999999999999,0.867,16.715999999999998,0.264
01/09/1861,11.409,0.501,17.769000000000005,1.736,5.988,0.936,15.927,0.243
01/10/1861,8.475,0.494,15.644,1.99,3.277,0.8490000000000001,14.905,0.244
01/11/1861,5.707000000000001,0.482,12.044,2.353,0.41,0.995,14.095,0.24
01/12/1861,2.894,0.916,8.945,1.29,-2.191,1.221,13.337,0.324
01/01/1862,0.685,1.105,7.360999999999999,2.394,-4.11,1.745,12.658,0.378
01/02/1862,1.769,0.7120000000000001,7.407,2.7960000000000003,-4.346,2.057,13.192,0.295
01/03/1862,4.485,0.6609999999999999,11.112,2.0,-1.314,1.149,14.044,0.284
01/04/1862,7.322999999999999,0.8270000000000001,13.955,2.977,1.932,1.11,14.825,0.316
01/05/1862,10.739,0.58,17.854000000000006,1.311,5.675000000000002,1.496,15.708,0.26
01/06/1862,12.86,0.535,18.539,1.843,6.795,1.187,16.349,0.244
01/07/1862,13.928,0.445,20.663,1.998,9.21,1.862,16.593,0.232
01/08/1862,13.188,0.504,19.605,1.258,8.085999999999999,1.3330000000000002,16.305999999999997,0.247
01/09/1862,11.028,0.519,18.042,0.961,6.122999999999999,1.189,15.788,0.245
01/10/1862,8.283,0.618,15.138,1.961,3.245,1.0490000000000002,14.902,0.269
01/11/1862,4.792,0.7509999999999999,11.889,2.008,0.2439999999999999,1.5830000000000002,13.784,0.31
01/12/1862,1.6230000000000002,1.01,9.402,2.597,-1.747,1.5719999999999998,12.732,0.3720000000000001
01/01/1863,3.0340000000000003,1.228,8.462,3.188,-1.766,2.51,13.296,0.417
01/02/1863,3.253,1.099,8.908999999999997,1.653,-2.1100000000000003,1.393,13.634,0.389
01/03/1863,4.682,0.7829999999999999,10.352,1.234,-0.853,1.362,14.005999999999998,0.312
01/04/1863,7.930999999999999,0.792,14.257,2.117,1.642,1.231,15.01,0.319
01/05/1863,11.081,0.687,16.999000000000002,2.396,5.917000000000002,1.777,15.823,0.281
01/06/1863,12.794,0.542,18.202,2.013,7.925000000000002,1.462,16.224,0.266
01/07/1863,13.765,0.642,18.095,1.943,8.307,0.89,16.575,0.301
01/08/1863,13.294,0.523,18.408,1.931,7.832999999999998,0.927,16.437,0.276
01/09/1863,11.23,0.556,15.910000000000002,1.161,5.439,1.391,15.898,0.283
01/10/1863,8.235,0.521,13.944,1.375,3.282,0.7909999999999999,14.978,0.278
01/11/1863,5.392,0.515,11.351,1.255,0.1749999999999999,1.319,13.992,0.287
01/12/1863,2.651,1.088,8.55,1.828,-2.5860000000000003,1.09,13.356,0.387
01/01/1864,1.551,0.8759999999999999,7.071000000000001,1.503,-3.848,1.789,12.879,0.332
01/02/1864,2.506,1.05,8.542,1.51,-2.8560000000000003,1.565,13.275,0.3720000000000001
01/03/1864,4.651,0.767,11.747,1.833,-0.7250000000000001,1.6880000000000002,13.99,0.307
01/04/1864,7.515,0.622,13.395,1.09,1.665,1.374,14.83,0.291
01/05/1864,10.956,0.531,16.908,0.935,4.849,0.8390000000000001,15.851,0.282
01/06/1864,13.365,0.73,18.457,1.541,7.909000000000002,0.7609999999999999,16.490000000000002,0.285
01/07/1864,14.162,0.57,18.831,1.3330000000000002,7.412999999999999,0.846,16.715,0.256
01/08/1864,13.434,0.5660000000000001,18.909,0.8740000000000001,7.5459999999999985,0.7979999999999999,16.494,0.25
01/09/1864,11.37,0.546,17.063000000000002,1.188,5.721,0.939,15.85,0.271
01/10/1864,8.795,0.484,15.047,1.651,3.2460000000000004,1.606,14.972,0.251
01/11/1864,5.232,0.6990000000000001,12.502,1.611,0.6649999999999999,2.153,14.140999999999998,0.281
01/12/1864,2.266,0.6759999999999999,8.555,1.04,-2.6630000000000003,1.547,13.271,0.276
01/01/1865,2.975,0.956,8.841000000000001,1.331,-3.212,1.962,13.503,0.348
01/02/1865,2.152,0.8320000000000001,8.911,1.17,-3.117,1.606,13.505999999999998,0.329
01/03/1865,4.039,0.768,11.582,2.153,-0.5920000000000001,1.918,13.914,0.3229999999999999
01/04/1865,7.313999999999999,0.643,14.276,1.359,1.793,1.22,14.861,0.3
01/05/1865,10.917,0.488,16.968,1.314,4.8740000000000006,0.81,15.755999999999998,0.27
01/06/1865,13.214,0.586,19.022,1.301,7.508999999999999,0.612,16.414,0.277
01/07/1865,14.22,0.542,19.108,1.134,8.163,0.983,16.749000000000002,0.292
01/08/1865,13.58,0.535,19.111,1.74,7.594999999999999,0.698,16.657,0.287
01/09/1865,11.797,0.5539999999999999,17.840999999999998,1.039,5.789,1.3030000000000002,16.082,0.29
01/10/1865,9.136,0.444,15.281,1.936,3.345,0.908,15.157,0.286
01/11/1865,6.144,0.71,12.418,1.112,0.992,1.384,14.101,0.316
01/12/1865,2.6460000000000004,0.888,8.218,1.703,-2.5170000000000003,1.255,13.26,0.333
01/01/1866,2.932,0.861,8.187999999999999,1.395,-2.923,1.517,13.467,0.325
01/02/1866,2.274,0.8540000000000001,9.636,1.18,-2.053,1.262,13.586,0.328
01/03/1866,4.421,0.711,10.824000000000002,1.328,-0.8809999999999999,1.148,13.95,0.309
01/04/1866,7.914,0.531,14.889,1.224,2.084,1.248,14.713,0.267
01/05/1866,10.898,0.5660000000000001,16.817,0.845,4.582000000000002,0.823,15.63,0.279
01/06/1866,12.853,0.4320000000000001,18.753,1.1740000000000002,7.077000000000001,1.008,16.596,0.258
01/07/1866,14.602,0.44,20.369,0.715,8.183,0.721,17.06,0.259
01/08/1866,13.532,0.629,18.947,1.031,7.087999999999999,0.8859999999999999,16.695,0.288
01/09/1866,11.527,0.496,17.508000000000006,1.401,5.807,0.916,15.918,0.272
01/10/1866,8.506,0.512,14.624,0.848,2.994,0.91,15.062,0.28
01/11/1866,5.8950000000000005,0.526,10.76,1.183,0.182,1.503,14.275,0.269
01/12/1866,4.152,0.7140000000000001,8.676,1.026,-2.9530000000000003,1.854,13.732,0.299
01/01/1867,2.482,0.941,8.136999999999999,1.332,-3.3080000000000003,1.385,13.371,0.364
01/02/1867,2.664,0.936,9.183,1.4369999999999998,-2.172,1.3969999999999998,13.458,0.348
01/03/1867,4.4540000000000015,0.65,10.572,2.025,-1.195,2.083,14.073,0.267
01/04/1867,8.258,0.611,13.852,0.8290000000000001,2.307,1.029,15.1,0.277
01/05/1867,10.495,0.414,16.21,1.162,4.665000000000001,0.782,15.56,0.241
01/06/1867,13.303,0.482,19.753,0.825,8.032,0.722,16.366,0.252
01/07/1867,14.223,0.401,20.032,1.031,8.387,0.8320000000000001,16.672,0.244
01/08/1867,13.505999999999998,0.417,19.626,1.069,7.705999999999999,0.775,16.454,0.256
01/09/1867,11.763,0.458,17.566000000000006,0.92,5.9110000000000005,0.76,16.147000000000002,0.254
01/10/1867,9.212,0.479,15.374,1.052,3.705,0.995,15.318,0.251
01/11/1867,6.939,0.784,11.143,1.102,-0.7959999999999999,1.388,14.632,0.31
01/12/1867,3.937,1.045,8.312999999999999,1.051,-3.678,1.274,13.553,0.365
01/01/1868,1.834,0.795,7.611000000000001,1.592,-3.478,1.807,13.012,0.304
01/02/1868,2.039,0.8490000000000001,8.817,1.823,-3.455,1.6030000000000002,13.295,0.3229999999999999
01/03/1868,4.538,0.578,11.411,1.025,-0.63,0.96,14.135,0.256
01/04/1868,8.183,0.493,13.316,1.135,1.138,0.95,15.082,0.241
01/05/1868,11.308,0.494,17.059,1.103,4.8610000000000015,0.723,15.992,0.241
01/06/1868,13.162,0.375,19.005,0.959,7.202999999999999,0.609,16.529,0.231
01/07/1868,14.514,0.431,20.504,1.026,8.702,0.649,17.025000000000002,0.226
01/08/1868,13.744000000000002,0.552,19.818,0.8340000000000001,8.120999999999999,0.7879999999999999,16.793,0.251
01/09/1868,11.669,0.418,17.988000000000003,0.799,5.726,0.69,16.107,0.217
01/10/1868,9.448,0.428,14.925,0.956,3.0860000000000003,0.964,15.376,0.218
01/11/1868,5.192,0.504,10.181,1.421,-0.3500000000000001,1.196,14.174,0.224
01/12/1868,3.344,0.639,8.54,1.541,-2.488,1.598,13.643,0.26
01/01/1869,2.115,1.028,8.206,1.4680000000000002,-3.173,1.6980000000000002,13.289,0.35
01/02/1869,3.864,0.82,9.618,1.571,-2.406,1.288,13.951,0.303
01/03/1869,4.3740000000000006,0.631,11.012,1.665,-1.3119999999999998,1.412,13.947,0.255
01/04/1869,7.9209999999999985,0.758,13.787,1.033,1.297,1.263,15.015999999999998,0.281
01/05/1869,11.295,0.642,17.279,1.51,4.3820000000000014,1.151,15.896,0.254
01/06/1869,13.537,0.532,18.871,0.863,7.1960000000000015,0.628,16.396,0.234
01/07/1869,14.337,0.449,19.825,1.325,7.732,1.205,16.667,0.218
01/08/1869,14.01,0.4370000000000001,19.663,1.055,7.947999999999999,1.062,16.711000000000002,0.201
01/09/1869,12.247,0.382,17.561,1.07,5.377000000000001,1.167,16.18,0.193
01/10/1869,9.006,0.456,14.063,1.005,1.968,0.777,15.171,0.206
01/11/1869,5.773,0.499,10.418,1.061,-0.5090000000000001,1.75,14.255,0.216
01/12/1869,2.7060000000000004,0.514,8.531,1.222,-2.519,1.622,13.307,0.212
01/01/1870,2.082,0.8079999999999999,8.527000000000001,1.372,-3.3070000000000004,1.225,13.303999999999998,0.277
01/02/1870,2.1340000000000003,0.7040000000000001,8.544,1.829,-3.527,1.369,13.359000000000002,0.253
01/03/1870,4.656000000000001,0.568,9.692,1.617,-1.419,1.164,14.139,0.22
01/04/1870,7.879,0.524,14.287,2.127,1.5699999999999998,1.41,15.052,0.218
01/05/1870,11.339,0.579,18.068,1.118,5.33,0.969,15.826,0.235
01/06/1870,13.653,0.486,19.531,1.581,7.792999999999999,0.918,16.511000000000006,0.208
01/07/1870,14.599,0.4,20.29,1.625,8.850999999999997,0.992,16.86,0.19
01/08/1870,13.484000000000002,0.411,19.318,1.107,7.973999999999998,0.8809999999999999,16.617,0.196
01/09/1870,11.952,0.412,17.017000000000003,1.332,5.456,1.257,16.073,0.195
01/10/1870,8.809999999999997,0.542,14.188,1.414,2.8480000000000003,1.354,15.056,0.234
01/11/1870,5.6,0.529,12.574000000000002,1.401,0.629,1.203,14.079,0.229
01/12/1870,2.228,0.639,8.485,1.4880000000000002,-3.1,2.065,13.175999999999998,0.243
01/01/1871,1.4469999999999998,0.7929999999999999,7.962000000000001,1.379,-2.9370000000000003,1.432,13.089,0.287
01/02/1871,1.736,0.94,8.782,1.589,-3.0610000000000004,1.217,13.299,0.326
01/03/1871,4.6850000000000005,0.649,11.047,1.101,-1.75,1.955,14.223,0.251
01/04/1871,8.34,0.461,13.97,1.33,1.89,1.279,15.233,0.206
01/05/1871,10.787999999999998,0.451,16.627000000000002,1.129,4.525,0.846,15.77,0.205
01/06/1871,13.08,0.392,19.127,1.227,7.4700000000000015,1.175,16.458000000000002,0.188
01/07/1871,14.29,0.382,19.837,1.035,7.927,0.816,16.858,0.193
01/08/1871,13.932,0.449,19.812,0.6559999999999999,7.898,0.873,16.653000000000002,0.193
01/09/1871,11.711,0.516,17.394000000000002,0.875,5.037,0.923,16.02,0.219
01/10/1871,9.096,0.412,14.697,0.802,2.891,0.797,15.061,0.206
01/11/1871,5.113,0.825,10.639,1.017,-0.3169999999999999,1.024,13.972,0.285
01/12/1871,3.1630000000000003,0.573,7.912000000000001,1.294,-3.677,1.043,13.435,0.225
01/01/1872,1.652,0.996,8.228,1.236,-3.228,1.225,13.041,0.325
01/02/1872,2.35,0.856,8.953,1.257,-3.26,1.364,13.376,0.301
01/03/1872,4.922,0.611,11.159,0.994,-2.156,1.016,14.107,0.239
01/04/1872,7.845999999999999,0.5379999999999999,14.041,1.085,1.464,0.8909999999999999,14.969,0.217
01/05/1872,11.198,0.503,17.369,1.0590000000000002,5.046,1.095,15.927,0.21
01/06/1872,13.055,0.434,19.299,0.757,7.564,0.746,16.361,0.193
01/07/1872,14.285,0.478,19.705,1.105,7.883999999999999,1.045,16.843,0.205
01/08/1872,13.821,0.485,19.415,0.7759999999999999,7.450999999999999,1.097,16.822,0.2
01/09/1872,11.957999999999998,0.368,17.718,0.7,5.938,0.887,16.173000000000002,0.178
01/10/1872,9.24,0.394,15.715,0.8809999999999999,3.025,1.467,15.181,0.187
01/11/1872,5.372000000000001,0.493,11.293,0.994,-0.0609999999999999,1.233,14.101,0.209
01/12/1872,2.627,0.913,8.526,1.078,-3.418,1.325,13.331,0.302
01/01/1873,2.013,0.706,8.285,1.171,-3.4400000000000004,1.753,13.353,0.251
01/02/1873,3.195,0.7490000000000001,8.591000000000001,1.132,-3.719,1.52,13.707,0.269
01/03/1873,4.704,0.696,11.105,0.823,-1.761,1.047,14.151,0.253
01/04/1873,7.462000000000001,0.616,13.983,1.262,1.069,1.145,14.879,0.239
01/05/1873,11.005999999999998,0.42,16.765,0.726,4.202,0.753,15.821,0.204
01/06/1873,13.405,0.495,19.006,1.0490000000000002,6.783,0.568,16.429000000000002,0.215
01/07/1873,14.287,0.407,19.974,0.769,8.024,0.755,16.805,0.194
01/08/1873,13.755,0.438,19.241,0.728,7.446999999999999,0.725,16.726,0.191
01/09/1873,11.486999999999998,0.436,16.979000000000006,0.8740000000000001,5.297999999999999,0.741,15.965,0.189
01/10/1873,9.234,0.4320000000000001,14.431,0.921,2.386,0.941,15.13,0.203
01/11/1873,5.819,0.545,10.914,0.838,-0.8119999999999998,1.05,14.094,0.215
01/12/1873,3.846,0.6659999999999999,8.847999999999997,1.157,-2.628,1.445,13.531,0.242
01/01/1874,2.685,0.825,7.382999999999999,1.233,-3.764,1.139,13.392,0.283
01/02/1874,3.069,0.7240000000000001,7.962000000000001,1.324,-3.2300000000000004,1.615,13.458,0.258
01/03/1874,4.221,0.5920000000000001,8.948,1.244,-1.942,1.1,13.807,0.225
01/04/1874,8.231,0.39,13.237,1.12,1.005,0.7929999999999999,14.91,0.186
01/05/1874,11.306,0.411,16.969,0.7879999999999999,4.667000000000002,1.011,15.75,0.207
01/06/1874,13.306,0.467,19.062,0.8909999999999999,6.857,0.7959999999999999,16.211000000000002,0.205
01/07/1874,14.122,0.419,19.82,1.046,7.487999999999999,0.8590000000000001,16.745,0.197
01/08/1874,13.815,0.382,19.618,0.7390000000000001,7.228999999999999,0.6890000000000001,16.645,0.182
01/09/1874,12.111,0.366,17.704,0.626,5.632000000000001,0.759,16.122,0.178
01/10/1874,9.12,0.475,15.841,0.889,3.025,1.047,15.005,0.195
01/11/1874,5.809,0.626,10.563,1.177,-0.5490000000000002,1.004,14.013,0.23
01/12/1874,3.407,0.5379999999999999,9.495,1.03,-1.6780000000000002,1.431,13.425999999999998,0.214
01/01/1875,1.533,0.672,6.678999999999999,1.047,-4.7170000000000005,1.524,13.027,0.246
01/02/1875,2.259,0.718,7.5219999999999985,0.813,-4.365,1.173,13.35,0.257
01/03/1875,4.256,0.461,10.673,0.951,-2.207,1.097,13.974,0.2
01/04/1875,7.635999999999999,0.38,13.759,1.157,1.1740000000000002,0.937,14.923,0.186
01/05/1875,10.746,0.376,17.509,1.105,4.163,0.664,15.792,0.183
01/06/1875,13.157,0.418,19.603,0.965,6.497000000000001,0.583,16.358,0.185
01/07/1875,14.144,0.397,20.534,0.727,7.872999999999998,0.614,16.683,0.175
01/08/1875,13.401,0.433,20.053,0.76,7.326999999999999,0.718,16.637999999999998,0.187
01/09/1875,11.319,0.394,17.713,0.726,5.172999999999999,0.741,16.059,0.186
01/10/1875,8.584999999999999,0.39,14.754,0.7340000000000001,2.205,0.935,15.125,0.185
01/11/1875,4.614,0.366,10.56,0.821,-1.3509999999999998,1.031,13.905,0.182
01/12/1875,2.665,0.413,8.741999999999999,1.13,-2.402,1.339,13.229,0.193
01/01/1876,1.856,0.503,7.327000000000001,1.027,-3.325,0.883,13.1,0.209
01/02/1876,2.617,0.505,8.895,1.215,-3.095,0.8959999999999999,13.496,0.208
01/03/1876,4.748,0.515,10.247,0.823,-1.711,0.969,14.047,0.21
01/04/1876,8.199,0.412,14.188,0.8240000000000001,1.814,0.805,14.95,0.193
01/05/1876,10.69,0.513,16.783,0.745,4.7280000000000015,0.684,15.57,0.204
01/06/1876,13.130999999999998,0.28,18.888,0.769,6.7700000000000005,0.977,16.290000000000006,0.154
01/07/1876,14.319,0.369,19.855,0.715,7.891,0.861,16.848,0.173
01/08/1876,13.481,0.407,19.665,0.63,7.549999999999999,0.7090000000000001,16.579,0.186
01/09/1876,11.687,0.377,17.667,0.662,5.687,0.848,15.89,0.2
01/10/1876,8.946,0.327,14.4,0.677,2.766,1.037,15.047,0.175
01/11/1876,5.093,0.414,10.498,0.7509999999999999,-0.6530000000000002,0.7959999999999999,13.903,0.187
01/12/1876,2.194,0.58,8.805,0.8220000000000001,-2.806,0.985,13.193,0.221
01/01/1877,2.286,0.708,8.078999999999999,1.095,-3.1620000000000004,1.132,13.306,0.249
01/02/1877,2.928,0.584,9.755,1.222,-2.357,0.872,13.732,0.232
01/03/1877,5.297000000000001,0.487,10.782,0.7440000000000001,-1.4780000000000002,0.893,14.459,0.204
01/04/1877,8.039,0.429,13.827,0.767,2.032,0.845,15.126,0.197
01/05/1877,11.056,0.4,16.802,0.598,5.022,0.696,15.854,0.185
01/06/1877,13.384,0.464,19.257,0.604,6.875,0.907,16.594,0.2
01/07/1877,14.642,0.402,20.733,0.62,8.18,0.7290000000000001,17.004,0.183
01/08/1877,14.151,0.383,20.643,0.8759999999999999,7.786,0.894,17.076,0.174
01/09/1877,12.075,0.418,17.930999999999997,0.53,5.9670000000000005,0.6920000000000001,16.437,0.187
01/10/1877,9.273,0.273,14.324000000000002,0.758,2.704,0.89,15.536,0.165
01/11/1877,6.348,0.479,11.54,1.008,0.7889999999999999,0.757,14.564,0.195
01/12/1877,2.9960000000000004,0.444,9.491,1.212,-0.5750000000000002,0.845,13.704,0.19
01/01/1878,2.0170000000000003,0.461,8.277999999999999,1.004,-3.083,1.011,13.537999999999998,0.191
01/02/1878,3.728,0.563,9.483,1.226,-1.7140000000000002,1.063,14.177,0.214
01/03/1878,6.6080000000000005,0.477,12.343,0.8029999999999999,0.3609999999999999,0.991,14.882,0.203
01/04/1878,8.899,0.431,15.041,0.7170000000000001,2.963,0.946,15.573,0.185
01/05/1878,11.017,0.419,16.945999999999998,0.807,5.090000000000002,0.797,16.016,0.188
01/06/1878,13.796,0.38,19.356,0.398,7.461,0.8290000000000001,16.711000000000002,0.185
01/07/1878,14.742,0.378,20.299,0.481,8.582,0.706,16.999000000000002,0.183
01/08/1878,14.094,0.465,20.308,0.573,8.074,0.516,16.905,0.184
01/09/1878,12.093,0.375,17.827,0.674,6.1,0.831,16.267,0.177
01/10/1878,9.173,0.306,15.255,0.605,3.506,0.893,15.307,0.165
01/11/1878,6.446000000000001,0.429,12.502,0.823,0.6859999999999999,0.8320000000000001,14.388,0.184
01/12/1878,3.344,0.415,9.268,0.988,-2.246,1.086,13.526,0.176
01/01/1879,2.303,0.6579999999999999,8.558,0.8859999999999999,-3.3110000000000004,0.978,13.349,0.23
01/02/1879,2.737,0.672,8.69,0.862,-3.0810000000000004,0.873,13.63,0.233
01/03/1879,4.924,0.461,10.686,0.8909999999999999,-1.3890000000000002,0.789,14.34,0.183
01/04/1879,7.767999999999999,0.458,14.201,0.835,1.986,0.736,14.987,0.182
01/05/1879,10.803,0.388,16.752000000000002,0.581,4.5360000000000005,0.695,15.807,0.1639999999999999
01/06/1879,13.23,0.459,19.022,0.703,7.018000000000002,0.527,16.500999999999998,0.176
01/07/1879,14.238,0.379,19.637,0.607,7.64,0.491,16.746000000000002,0.1639999999999999
01/08/1879,13.245,0.426,19.125,0.473,7.289999999999999,0.5870000000000001,16.635,0.171
01/09/1879,11.449000000000002,0.357,17.652,0.8490000000000001,5.542000000000001,0.51,16.007,0.163
01/10/1879,9.229,0.331,14.744000000000002,0.746,2.747,0.7609999999999999,15.25,0.156
01/11/1879,5.526,0.376,11.549,0.815,-0.5,0.691,14.203,0.168
01/12/1879,2.5380000000000003,0.596,8.173,0.866,-3.531,1.151,13.318,0.211
01/01/1880,1.755,0.5720000000000001,7.882999999999999,0.757,-3.37,0.8640000000000001,13.129,0.204
01/02/1880,2.052,0.491,7.957000000000001,0.909,-3.767,0.7959999999999999,13.407,0.187
01/03/1880,4.63,0.468,10.655,0.912,-1.814,0.7959999999999999,14.273,0.186
01/04/1880,7.558999999999998,0.456,14.082,0.711,1.2979999999999998,0.623,15.008,0.194
01/05/1880,11.095999999999998,0.389,16.917,0.7490000000000001,4.877000000000002,0.772,15.85,0.172
01/06/1880,13.327,0.436,19.29,0.5579999999999999,6.597,0.631,16.400000000000002,0.175
01/07/1880,14.140999999999998,0.396,20.037,0.5539999999999999,7.852,0.691,16.687,0.1669999999999999
01/08/1880,13.807,0.384,19.502,0.7929999999999999,7.555,0.698,16.695,0.163
01/09/1880,11.386,0.289,17.558000000000003,0.59,5.84,0.636,15.918,0.148
01/10/1880,8.673,0.296,14.567,0.4920000000000001,2.8960000000000004,0.73,15.024,0.149
01/11/1880,5.893,0.386,10.826,0.596,-0.6540000000000001,0.797,14.233,0.162
01/12/1880,3.1060000000000003,0.416,7.6869999999999985,0.733,-2.657,0.82,13.48,0.168
01/01/1881,2.4610000000000003,0.634,7.3439999999999985,0.7240000000000001,-3.687,0.981,13.396,0.221
01/02/1881,2.6260000000000003,0.595,8.594,0.6920000000000001,-2.813,0.77,13.625,0.21
01/03/1881,5.01,0.52,10.925999999999998,0.613,-1.131,0.493,14.355,0.193
01/04/1881,8.322999999999999,0.362,14.297,0.787,2.291,0.879,15.267,0.157
01/05/1881,11.165,0.406,17.283,0.8420000000000001,5.263000000000001,0.644,15.999,0.172
01/06/1881,12.745,0.357,18.946,0.7170000000000001,6.801,0.534,16.329,0.1639999999999999
01/07/1881,14.203,0.344,20.295,0.6759999999999999,8.334,0.504,16.783,0.155
01/08/1881,13.71,0.376,19.879,0.5589999999999999,8.046999999999999,0.7879999999999999,16.665,0.154
01/09/1881,11.689,0.287,17.430000000000003,0.6659999999999999,5.876,0.535,15.982,0.141
01/10/1881,8.850999999999997,0.315,14.232,0.518,2.9360000000000004,0.449,15.115,0.148
01/11/1881,5.272,0.397,10.781,0.674,-0.203,0.552,14.019,0.157
01/12/1881,3.196,0.439,8.597999999999999,1.063,-2.5970000000000004,0.537,13.511,0.1689999999999999
01/01/1882,2.99,0.486,8.392000000000001,0.69,-3.022,0.914,13.632,0.18
01/02/1882,3.2310000000000003,0.4270000000000001,8.754,0.826,-3.067,1.06,13.843,0.172
01/03/1882,5.04,0.498,10.794,0.634,-1.411,0.718,14.339,0.185
01/04/1882,7.690999999999999,0.369,13.713,0.516,1.7519999999999998,0.664,15.031,0.156
