dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
1926-09-01,19.552,0.215,Dalian,China,39.38N,120.69E
1926-10-01,11.224,0.254,Dalian,China,39.38N,120.69E
1926-11-01,6.12,0.624,Dalian,China,39.38N,120.69E
1926-12-01,-5.437,0.525,Dalian,China,39.38N,120.69E
1927-01-01,-5.2620000000000005,0.388,Dalian,China,39.38N,120.69E
1927-02-01,-4.051,0.639,Dalian,China,39.38N,120.69E
1927-03-01,1.0459999999999998,0.451,Dalian,China,39.38N,120.69E
1927-04-01,9.792,0.29,Dalian,China,39.38N,120.69E
1927-05-01,14.715000000000002,0.67,Dalian,China,39.38N,120.69E
1927-06-01,20.529,0.3670000000000001,Dalian,China,39.38N,120.69E
1927-07-01,24.088,0.324,Dalian,China,39.38N,120.69E
1927-08-01,24.019,0.198,Dalian,China,39.38N,120.69E
1927-09-01,20.534000000000002,0.335,Dalian,China,39.38N,120.69E
1927-10-01,12.645,0.33,Dalian,China,39.38N,120.69E
1927-11-01,7.3,0.377,Dalian,China,39.38N,120.69E
1927-12-01,-3.0490000000000004,0.5760000000000001,Dalian,China,39.38N,120.69E
1928-01-01,-5.353,0.311,Dalian,China,39.38N,120.69E
1928-02-01,-4.006,0.38,Dalian,China,39.38N,120.69E
1928-03-01,2.412,0.561,Dalian,China,39.38N,120.69E
1928-04-01,10.841,0.5329999999999999,Dalian,China,39.38N,120.69E
1928-05-01,16.204,0.5539999999999999,Dalian,China,39.38N,120.69E
1928-06-01,20.112,0.44,Dalian,China,39.38N,120.69E
1928-07-01,23.658,0.238,Dalian,China,39.38N,120.69E
1928-08-01,23.771,0.37,Dalian,China,39.38N,120.69E
1928-09-01,19.161,0.408,Dalian,China,39.38N,120.69E
1928-10-01,12.265,0.41,Dalian,China,39.38N,120.69E
1928-11-01,4.303,0.358,Dalian,China,39.38N,120.69E
1928-12-01,-3.27,0.614,Dalian,China,39.38N,120.69E
1929-01-01,-5.6770000000000005,0.504,Dalian,China,39.38N,120.69E
1929-02-01,-4.336,0.436,Dalian,China,39.38N,120.69E
1929-03-01,2.481,0.485,Dalian,China,39.38N,120.69E
1929-04-01,9.114,0.398,Dalian,China,39.38N,120.69E
1929-05-01,15.475,0.308,Dalian,China,39.38N,120.69E
1929-06-01,21.9,0.289,Dalian,China,39.38N,120.69E
1929-07-01,23.924,0.326,Dalian,China,39.38N,120.69E
1929-08-01,24.15,0.21,Dalian,China,39.38N,120.69E
1929-09-01,19.883,0.335,Dalian,China,39.38N,120.69E
1929-10-01,12.966,0.487,Dalian,China,39.38N,120.69E
1929-11-01,4.916,0.338,Dalian,China,39.38N,120.69E
1929-12-01,-3.5260000000000002,0.7020000000000001,Dalian,China,39.38N,120.69E
1930-01-01,-6.42,0.556,Dalian,China,39.38N,120.69E
1930-02-01,-2.424,0.355,Dalian,China,39.38N,120.69E
1930-03-01,3.7260000000000004,0.41,Dalian,China,39.38N,120.69E
1930-04-01,9.949,0.397,Dalian,China,39.38N,120.69E
1930-05-01,16.468,0.384,Dalian,China,39.38N,120.69E
1930-06-01,20.77,0.465,Dalian,China,39.38N,120.69E
1930-07-01,23.908,0.16899999999999998,Dalian,China,39.38N,120.69E
1930-08-01,24.256999999999998,0.368,Dalian,China,39.38N,120.69E
1930-09-01,19.561,0.262,Dalian,China,39.38N,120.69E
1930-10-01,13.033,0.353,Dalian,China,39.38N,120.69E
1930-11-01,2.137,0.381,Dalian,China,39.38N,120.69E
1930-12-01,-1.159,0.234,Dalian,China,39.38N,120.69E
1931-01-01,-5.146,0.527,Dalian,China,39.38N,120.69E
1931-02-01,-5.513999999999999,0.665,Dalian,China,39.38N,120.69E
1931-03-01,2.7030000000000003,0.481,Dalian,China,39.38N,120.69E
1931-04-01,7.930999999999999,0.453,Dalian,China,39.38N,120.69E
1931-05-01,15.130999999999998,0.354,Dalian,China,39.38N,120.69E
1931-06-01,19.781,0.328,Dalian,China,39.38N,120.69E
1931-07-01,21.934,0.655,Dalian,China,39.38N,120.69E
1931-08-01,23.515,0.171,Dalian,China,39.38N,120.69E
1931-09-01,19.93,0.32299999999999995,Dalian,China,39.38N,120.69E
1931-10-01,12.307,0.6890000000000001,Dalian,China,39.38N,120.69E
1931-11-01,5.999,0.35,Dalian,China,39.38N,120.69E
1931-12-01,-2.519,0.625,Dalian,China,39.38N,120.69E
1932-01-01,-1.3490000000000002,0.417,Dalian,China,39.38N,120.69E
1932-02-01,-5.712999999999999,0.89,Dalian,China,39.38N,120.69E
1932-03-01,0.948,0.545,Dalian,China,39.38N,120.69E
1932-04-01,9.091000000000001,0.629,Dalian,China,39.38N,120.69E
1932-05-01,15.800999999999998,0.527,Dalian,China,39.38N,120.69E
1932-06-01,20.244,0.266,Dalian,China,39.38N,120.69E
1932-07-01,23.876,0.23,Dalian,China,39.38N,120.69E
1932-08-01,24.224,0.4970000000000001,Dalian,China,39.38N,120.69E
1932-09-01,19.758,0.375,Dalian,China,39.38N,120.69E
1932-10-01,12.754,0.557,Dalian,China,39.38N,120.69E
1932-11-01,5.768,0.411,Dalian,China,39.38N,120.69E
1932-12-01,-0.4950000000000001,0.539,Dalian,China,39.38N,120.69E
1933-01-01,-7.35,0.833,Dalian,China,39.38N,120.69E
1933-02-01,-4.775,0.295,Dalian,China,39.38N,120.69E
1933-03-01,-0.904,0.442,Dalian,China,39.38N,120.69E
1933-04-01,9.165,0.599,Dalian,China,39.38N,120.69E
1933-05-01,16.308,0.332,Dalian,China,39.38N,120.69E
1933-06-01,19.904,0.4370000000000001,Dalian,China,39.38N,120.69E
1933-07-01,24.472,0.293,Dalian,China,39.38N,120.69E
1933-08-01,23.47,0.179,Dalian,China,39.38N,120.69E
1933-09-01,20.65,0.322,Dalian,China,39.38N,120.69E
1933-10-01,13.17,0.531,Dalian,China,39.38N,120.69E
1933-11-01,4.803999999999999,0.331,Dalian,China,39.38N,120.69E
1933-12-01,-1.773,0.5429999999999999,Dalian,China,39.38N,120.69E
1934-01-01,-8.857999999999999,0.907,Dalian,China,39.38N,120.69E
1934-02-01,-2.763,0.598,Dalian,China,39.38N,120.69E
1934-03-01,0.514,0.477,Dalian,China,39.38N,120.69E
1934-04-01,8.303999999999998,0.493,Dalian,China,39.38N,120.69E
1934-05-01,16.865000000000002,0.394,Dalian,China,39.38N,120.69E
1934-06-01,19.51,0.392,Dalian,China,39.38N,120.69E
1934-07-01,23.581999999999997,0.259,Dalian,China,39.38N,120.69E
1934-08-01,22.858,0.272,Dalian,China,39.38N,120.69E
1934-09-01,19.107,0.146,Dalian,China,39.38N,120.69E
1934-10-01,12.162,0.56,Dalian,China,39.38N,120.69E
1934-11-01,5.322,0.261,Dalian,China,39.38N,120.69E
1934-12-01,0.7739999999999998,0.375,Dalian,China,39.38N,120.69E
1935-01-01,-3.3400000000000003,0.234,Dalian,China,39.38N,120.69E
1935-02-01,-0.18500000000000005,0.417,Dalian,China,39.38N,120.69E
1935-03-01,4.712,0.541,Dalian,China,39.38N,120.69E
1935-04-01,11.037,0.7829999999999999,Dalian,China,39.38N,120.69E
1935-05-01,16.64,0.546,Dalian,China,39.38N,120.69E
1935-06-01,19.99,0.258,Dalian,China,39.38N,120.69E
1935-07-01,23.086,0.309,Dalian,China,39.38N,120.69E
1935-08-01,24.357,0.2,Dalian,China,39.38N,120.69E
1935-09-01,20.34,0.392,Dalian,China,39.38N,120.69E
1935-10-01,15.026,0.317,Dalian,China,39.38N,120.69E
1935-11-01,3.953,0.3720000000000001,Dalian,China,39.38N,120.69E
1935-12-01,-5.636,0.606,Dalian,China,39.38N,120.69E
1936-01-01,-8.475,0.5670000000000001,Dalian,China,39.38N,120.69E
1936-02-01,-6.904,0.528,Dalian,China,39.38N,120.69E
1936-03-01,-0.8010000000000002,0.394,Dalian,China,39.38N,120.69E
1936-04-01,8.565,0.447,Dalian,China,39.38N,120.69E
1936-05-01,15.547,0.466,Dalian,China,39.38N,120.69E
1936-06-01,20.201,0.253,Dalian,China,39.38N,120.69E
1936-07-01,23.328000000000003,0.324,Dalian,China,39.38N,120.69E
1936-08-01,23.403,0.271,Dalian,China,39.38N,120.69E
1936-09-01,20.033,0.467,Dalian,China,39.38N,120.69E
1936-10-01,14.06,0.37,Dalian,China,39.38N,120.69E
1936-11-01,6.017,0.365,Dalian,China,39.38N,120.69E
1936-12-01,-1.1,0.579,Dalian,China,39.38N,120.69E
1937-01-01,-4.0790000000000015,0.368,Dalian,China,39.38N,120.69E
1937-02-01,-3.054,0.494,Dalian,China,39.38N,120.69E
1937-03-01,1.1629999999999998,0.374,Dalian,China,39.38N,120.69E
1937-04-01,8.880999999999998,0.485,Dalian,China,39.38N,120.69E
1937-05-01,16.398,0.29600000000000004,Dalian,China,39.38N,120.69E
1937-06-01,20.801,0.257,Dalian,China,39.38N,120.69E
1937-07-01,24.374000000000002,0.261,Dalian,China,39.38N,120.69E
1937-08-01,24.482,0.467,Dalian,China,39.38N,120.69E
1937-09-01,19.62,0.321,Dalian,China,39.38N,120.69E
1937-10-01,13.772,0.28300000000000003,Dalian,China,39.38N,120.69E
1937-11-01,5.364,0.222,Dalian,China,39.38N,120.69E
1937-12-01,-3.712,0.65,Dalian,China,39.38N,120.69E
1938-01-01,-6.824,0.326,Dalian,China,39.38N,120.69E
1938-02-01,-3.3160000000000003,0.448,Dalian,China,39.38N,120.69E
1938-03-01,3.435,0.598,Dalian,China,39.38N,120.69E
1938-04-01,12.007,0.479,Dalian,China,39.38N,120.69E
1938-05-01,14.790999999999999,0.339,Dalian,China,39.38N,120.69E
1938-06-01,20.157,0.265,Dalian,China,39.38N,120.69E
1938-07-01,24.158,0.353,Dalian,China,39.38N,120.69E
1938-08-01,24.81,0.329,Dalian,China,39.38N,120.69E
1938-09-01,19.277,0.271,Dalian,China,39.38N,120.69E
1938-10-01,14.739,0.203,Dalian,China,39.38N,120.69E
1938-11-01,4.891,0.307,Dalian,China,39.38N,120.69E
1938-12-01,-2.838,0.446,Dalian,China,39.38N,120.69E
1939-01-01,-5.029,0.387,Dalian,China,39.38N,120.69E
1939-02-01,-2.779,0.369,Dalian,China,39.38N,120.69E
1939-03-01,3.157,0.53,Dalian,China,39.38N,120.69E
1939-04-01,10.832999999999998,0.295,Dalian,China,39.38N,120.69E
1939-05-01,15.731000000000002,0.26,Dalian,China,39.38N,120.69E
1939-06-01,20.433,0.358,Dalian,China,39.38N,120.69E
1939-07-01,25.179000000000002,0.35100000000000003,Dalian,China,39.38N,120.69E
1939-08-01,25.783,0.241,Dalian,China,39.38N,120.69E
1939-09-01,19.292,0.294,Dalian,China,39.38N,120.69E
1939-10-01,12.91,0.35,Dalian,China,39.38N,120.69E
1939-11-01,5.341,0.328,Dalian,China,39.38N,120.69E
1939-12-01,-0.4450000000000001,0.371,Dalian,China,39.38N,120.69E
1940-01-01,-7.550000000000002,0.608,Dalian,China,39.38N,120.69E
1940-02-01,-3.278,0.322,Dalian,China,39.38N,120.69E
1940-03-01,3.403,0.467,Dalian,China,39.38N,120.69E
1940-04-01,9.969,0.395,Dalian,China,39.38N,120.69E
1940-05-01,17.217000000000002,0.398,Dalian,China,39.38N,120.69E
1940-06-01,20.250999999999998,0.458,Dalian,China,39.38N,120.69E
1940-07-01,24.023000000000003,0.256,Dalian,China,39.38N,120.69E
1940-08-01,21.583,0.213,Dalian,China,39.38N,120.69E
1940-09-01,19.909000000000002,0.344,Dalian,China,39.38N,120.69E
1940-10-01,14.595,0.234,Dalian,China,39.38N,120.69E
1940-11-01,5.732,0.246,Dalian,China,39.38N,120.69E
1940-12-01,-0.8480000000000001,0.258,Dalian,China,39.38N,120.69E
1941-01-01,-3.813,0.551,Dalian,China,39.38N,120.69E
1941-02-01,-3.497,0.35600000000000004,Dalian,China,39.38N,120.69E
1941-03-01,3.063,0.456,Dalian,China,39.38N,120.69E
1941-04-01,9.121,0.37,Dalian,China,39.38N,120.69E
1941-05-01,16.092000000000002,0.434,Dalian,China,39.38N,120.69E
1941-06-01,20.009,0.6559999999999999,Dalian,China,39.38N,120.69E
1941-07-01,23.189,0.535,Dalian,China,39.38N,120.69E
1941-08-01,23.236,0.7959999999999999,Dalian,China,39.38N,120.69E
1941-09-01,19.649,0.911,Dalian,China,39.38N,120.69E
1941-10-01,13.183,0.274,Dalian,China,39.38N,120.69E
1941-11-01,6.595,0.738,Dalian,China,39.38N,120.69E
1941-12-01,-0.6190000000000001,0.45,Dalian,China,39.38N,120.69E
1942-01-01,-5.0889999999999995,0.516,Dalian,China,39.38N,120.69E
1942-02-01,-5.019,0.458,Dalian,China,39.38N,120.69E
1942-03-01,4.282,0.914,Dalian,China,39.38N,120.69E
1942-04-01,9.674,0.682,Dalian,China,39.38N,120.69E
1942-05-01,14.309,0.473,Dalian,China,39.38N,120.69E
1942-06-01,21.785999999999998,0.958,Dalian,China,39.38N,120.69E
1942-07-01,24.261,0.254,Dalian,China,39.38N,120.69E
1942-08-01,23.221,0.916,Dalian,China,39.38N,120.69E
1942-09-01,19.69,0.639,Dalian,China,39.38N,120.69E
1942-10-01,12.878,0.5479999999999999,Dalian,China,39.38N,120.69E
1942-11-01,5.871,0.531,Dalian,China,39.38N,120.69E
1942-12-01,-2.226,0.711,Dalian,China,39.38N,120.69E
1943-01-01,-6.4380000000000015,0.471,Dalian,China,39.38N,120.69E
1943-02-01,-2.201,0.655,Dalian,China,39.38N,120.69E
1943-03-01,3.752,0.53,Dalian,China,39.38N,120.69E
1943-04-01,9.779,0.8059999999999999,Dalian,China,39.38N,120.69E
1943-05-01,16.733,0.485,Dalian,China,39.38N,120.69E
1943-06-01,21.105,0.5379999999999999,Dalian,China,39.38N,120.69E
1943-07-01,24.433000000000003,0.405,Dalian,China,39.38N,120.69E
1943-08-01,24.843000000000004,0.207,Dalian,China,39.38N,120.69E
1943-09-01,19.07,0.42,Dalian,China,39.38N,120.69E
1943-10-01,13.968,0.524,Dalian,China,39.38N,120.69E
1943-11-01,5.563,0.353,Dalian,China,39.38N,120.69E
1943-12-01,-0.7000000000000001,0.366,Dalian,China,39.38N,120.69E
1944-01-01,-3.852,0.419,Dalian,China,39.38N,120.69E
1944-02-01,-2.9160000000000004,0.614,Dalian,China,39.38N,120.69E
1944-03-01,2.3,0.476,Dalian,China,39.38N,120.69E
1944-04-01,9.674,0.416,Dalian,China,39.38N,120.69E
1944-05-01,15.168,1.009,Dalian,China,39.38N,120.69E
1944-06-01,20.776,0.429,Dalian,China,39.38N,120.69E
1944-07-01,24.566999999999997,1.008,Dalian,China,39.38N,120.69E
1944-08-01,23.910999999999998,0.213,Dalian,China,39.38N,120.69E
1944-09-01,20.452,0.421,Dalian,China,39.38N,120.69E
1944-10-01,12.984000000000002,0.504,Dalian,China,39.38N,120.69E
1944-11-01,4.5619999999999985,1.643,Dalian,China,39.38N,120.69E
1944-12-01,-5.712000000000001,1.255,Dalian,China,39.38N,120.69E
1945-01-01,-7.319000000000001,0.627,Dalian,China,39.38N,120.69E
1945-02-01,-6.154,0.501,Dalian,China,39.38N,120.69E
1945-03-01,1.079,0.624,Dalian,China,39.38N,120.69E
1945-04-01,11.007,0.968,Dalian,China,39.38N,120.69E
1945-05-01,14.308000000000002,0.917,Dalian,China,39.38N,120.69E
1945-06-01,20.241,0.507,Dalian,China,39.38N,120.69E
1945-07-01,22.745,0.7290000000000001,Dalian,China,39.38N,120.69E
1945-08-01,24.585,0.405,Dalian,China,39.38N,120.69E
1945-09-01,20.275,0.4270000000000001,Dalian,China,39.38N,120.69E
1945-10-01,13.519,0.442,Dalian,China,39.38N,120.69E
1945-11-01,7.9209999999999985,0.431,Dalian,China,39.38N,120.69E
1945-12-01,-1.6969999999999998,0.295,Dalian,China,39.38N,120.69E
1946-01-01,-3.691,0.443,Dalian,China,39.38N,120.69E
1946-02-01,-1.496,0.625,Dalian,China,39.38N,120.69E
1946-03-01,0.6930000000000001,0.48,Dalian,China,39.38N,120.69E
1946-04-01,10.755999999999998,0.563,Dalian,China,39.38N,120.69E
1946-05-01,15.335999999999999,0.6609999999999999,Dalian,China,39.38N,120.69E
1946-06-01,22.333000000000002,0.691,Dalian,China,39.38N,120.69E
1946-07-01,24.444000000000003,0.27,Dalian,China,39.38N,120.69E
1946-08-01,24.843000000000004,0.295,Dalian,China,39.38N,120.69E
1946-09-01,19.929000000000002,0.426,Dalian,China,39.38N,120.69E
1946-10-01,14.244000000000002,0.341,Dalian,China,39.38N,120.69E
1946-11-01,7.693,0.612,Dalian,China,39.38N,120.69E
1946-12-01,-4.46,0.6509999999999999,Dalian,China,39.38N,120.69E
1947-01-01,-6.03,0.963,Dalian,China,39.38N,120.69E
1947-02-01,-6.9350000000000005,0.301,Dalian,China,39.38N,120.69E
1947-03-01,-0.5610000000000004,0.628,Dalian,China,39.38N,120.69E
1947-04-01,10.332999999999998,0.662,Dalian,China,39.38N,120.69E
1947-05-01,15.597999999999999,0.564,Dalian,China,39.38N,120.69E
1947-06-01,19.624000000000002,0.5479999999999999,Dalian,China,39.38N,120.69E
1947-07-01,22.86,0.328,Dalian,China,39.38N,120.69E
1947-08-01,23.785999999999998,0.535,Dalian,China,39.38N,120.69E
1947-09-01,18.947,0.36,Dalian,China,39.38N,120.69E
1947-10-01,12.138,0.679,Dalian,China,39.38N,120.69E
1947-11-01,2.298,0.507,Dalian,China,39.38N,120.69E
1947-12-01,-6.002000000000001,0.669,Dalian,China,39.38N,120.69E
1948-01-01,-5.375,0.892,Dalian,China,39.38N,120.69E
1948-02-01,-2.524,0.633,Dalian,China,39.38N,120.69E
1948-03-01,2.69,0.4970000000000001,Dalian,China,39.38N,120.69E
1948-04-01,11.861,0.426,Dalian,China,39.38N,120.69E
1948-05-01,15.399,0.393,Dalian,China,39.38N,120.69E
1948-06-01,21.46,0.341,Dalian,China,39.38N,120.69E
1948-07-01,23.291,0.43,Dalian,China,39.38N,120.69E
1948-08-01,24.839,0.244,Dalian,China,39.38N,120.69E
1948-09-01,20.029,0.387,Dalian,China,39.38N,120.69E
1948-10-01,12.630999999999998,0.332,Dalian,China,39.38N,120.69E
1948-11-01,4.553999999999999,0.525,Dalian,China,39.38N,120.69E
1948-12-01,1.4569999999999996,0.965,Dalian,China,39.38N,120.69E
1949-01-01,-3.1770000000000005,0.491,Dalian,China,39.38N,120.69E
1949-02-01,-0.758,0.693,Dalian,China,39.38N,120.69E
1949-03-01,2.219,0.57,Dalian,China,39.38N,120.69E
1949-04-01,9.748,0.715,Dalian,China,39.38N,120.69E
1949-05-01,16.95,0.836,Dalian,China,39.38N,120.69E
1949-06-01,21.072,0.622,Dalian,China,39.38N,120.69E
1949-07-01,22.939,0.595,Dalian,China,39.38N,120.69E
1949-08-01,23.4,0.956,Dalian,China,39.38N,120.69E
1949-09-01,19.978,0.34,Dalian,China,39.38N,120.69E
1949-10-01,14.11,0.369,Dalian,China,39.38N,120.69E
1949-11-01,6.1370000000000005,0.5529999999999999,Dalian,China,39.38N,120.69E
1949-12-01,-3.01,0.55,Dalian,China,39.38N,120.69E
1950-01-01,-3.815,0.954,Dalian,China,39.38N,120.69E
1950-02-01,-2.291,0.462,Dalian,China,39.38N,120.69E
1950-03-01,3.217,0.677,Dalian,China,39.38N,120.69E
1950-04-01,10.268999999999998,0.7390000000000001,Dalian,China,39.38N,120.69E
1950-05-01,16.018,0.218,Dalian,China,39.38N,120.69E
1950-06-01,20.247,0.522,Dalian,China,39.38N,120.69E
1950-07-01,23.843000000000004,0.487,Dalian,China,39.38N,120.69E
1950-08-01,24.708,0.616,Dalian,China,39.38N,120.69E
1950-09-01,19.267,0.428,Dalian,China,39.38N,120.69E
1950-10-01,13.19,0.252,Dalian,China,39.38N,120.69E
1950-11-01,3.831,0.284,Dalian,China,39.38N,120.69E
1950-12-01,-2.04,0.364,Dalian,China,39.38N,120.69E
1951-01-01,-6.127999999999999,0.34,Dalian,China,39.38N,120.69E
1951-02-01,-3.8,0.269,Dalian,China,39.38N,120.69E
1951-03-01,1.5159999999999998,0.275,Dalian,China,39.38N,120.69E
1951-04-01,8.873999999999997,0.38,Dalian,China,39.38N,120.69E
1951-05-01,16.817,0.24,Dalian,China,39.38N,120.69E
1951-06-01,20.906999999999996,0.6409999999999999,Dalian,China,39.38N,120.69E
1951-07-01,23.946,0.403,Dalian,China,39.38N,120.69E
1951-08-01,24.639,0.193,Dalian,China,39.38N,120.69E
1951-09-01,18.404,0.537,Dalian,China,39.38N,120.69E
1951-10-01,14.181,0.28600000000000003,Dalian,China,39.38N,120.69E
1951-11-01,5.642,0.41,Dalian,China,39.38N,120.69E
1951-12-01,1.4480000000000002,0.34700000000000003,Dalian,China,39.38N,120.69E
1952-01-01,-3.1370000000000005,0.402,Dalian,China,39.38N,120.69E
1952-02-01,-5.62,0.387,Dalian,China,39.38N,120.69E
1952-03-01,2.271,0.208,Dalian,China,39.38N,120.69E
1952-04-01,10.196,0.19,Dalian,China,39.38N,120.69E
1952-05-01,17.285999999999998,0.376,Dalian,China,39.38N,120.69E
1952-06-01,21.355999999999998,0.368,Dalian,China,39.38N,120.69E
1952-07-01,24.273000000000003,0.387,Dalian,China,39.38N,120.69E
1952-08-01,23.805999999999997,0.348,Dalian,China,39.38N,120.69E
1952-09-01,19.975,0.445,Dalian,China,39.38N,120.69E
1952-10-01,13.530999999999999,0.298,Dalian,China,39.38N,120.69E
1952-11-01,4.9,0.281,Dalian,China,39.38N,120.69E
1952-12-01,-4.4060000000000015,0.365,Dalian,China,39.38N,120.69E
1953-01-01,-7.218999999999999,0.413,Dalian,China,39.38N,120.69E
1953-02-01,-4.553,0.227,Dalian,China,39.38N,120.69E
1953-03-01,3.505,0.166,Dalian,China,39.38N,120.69E
1953-04-01,9.665,0.317,Dalian,China,39.38N,120.69E
1953-05-01,15.314000000000002,0.218,Dalian,China,39.38N,120.69E
1953-06-01,19.930999999999997,0.114,Dalian,China,39.38N,120.69E
1953-07-01,24.468000000000004,0.27,Dalian,China,39.38N,120.69E
1953-08-01,23.154,0.231,Dalian,China,39.38N,120.69E
1953-09-01,19.575,0.206,Dalian,China,39.38N,120.69E
1953-10-01,15.183,0.149,Dalian,China,39.38N,120.69E
1953-11-01,4.766,0.363,Dalian,China,39.38N,120.69E
1953-12-01,-0.6070000000000001,0.304,Dalian,China,39.38N,120.69E
1954-01-01,-3.4680000000000004,0.317,Dalian,China,39.38N,120.69E
1954-02-01,-2.398,0.282,Dalian,China,39.38N,120.69E
1954-03-01,1.247,0.28,Dalian,China,39.38N,120.69E
1954-04-01,9.632,0.493,Dalian,China,39.38N,120.69E
1954-05-01,15.037,0.199,Dalian,China,39.38N,120.69E
1954-06-01,18.88,0.267,Dalian,China,39.38N,120.69E
1954-07-01,21.454,0.424,Dalian,China,39.38N,120.69E
1954-08-01,23.715,0.307,Dalian,China,39.38N,120.69E
1954-09-01,19.276,0.294,Dalian,China,39.38N,120.69E
1954-10-01,12.508,0.172,Dalian,China,39.38N,120.69E
1954-11-01,7.298999999999999,0.232,Dalian,China,39.38N,120.69E
1954-12-01,-4.78,0.505,Dalian,China,39.38N,120.69E
1955-01-01,-5.12,0.205,Dalian,China,39.38N,120.69E
1955-02-01,-1.5319999999999998,0.483,Dalian,China,39.38N,120.69E
1955-03-01,0.409,0.223,Dalian,China,39.38N,120.69E
1955-04-01,9.364999999999998,0.231,Dalian,China,39.38N,120.69E
1955-05-01,16.057000000000002,0.231,Dalian,China,39.38N,120.69E
1955-06-01,21.333000000000002,0.578,Dalian,China,39.38N,120.69E
1955-07-01,23.284000000000002,0.199,Dalian,China,39.38N,120.69E
1955-08-01,25.268,0.166,Dalian,China,39.38N,120.69E
1955-09-01,20.789,0.076,Dalian,China,39.38N,120.69E
1955-10-01,12.125,0.115,Dalian,China,39.38N,120.69E
1955-11-01,5.694,0.24,Dalian,China,39.38N,120.69E
1955-12-01,1.2899999999999998,0.28600000000000003,Dalian,China,39.38N,120.69E
1956-01-01,-5.178,0.215,Dalian,China,39.38N,120.69E
1956-02-01,-4.456,0.266,Dalian,China,39.38N,120.69E
1956-03-01,0.5149999999999999,0.335,Dalian,China,39.38N,120.69E
1956-04-01,9.235,0.13699999999999998,Dalian,China,39.38N,120.69E
1956-05-01,15.065,0.297,Dalian,China,39.38N,120.69E
1956-06-01,19.224,0.32299999999999995,Dalian,China,39.38N,120.69E
1956-07-01,23.67,0.271,Dalian,China,39.38N,120.69E
1956-08-01,23.785,0.234,Dalian,China,39.38N,120.69E
1956-09-01,20.731,0.379,Dalian,China,39.38N,120.69E
1956-10-01,13.165,0.285,Dalian,China,39.38N,120.69E
1956-11-01,2.151,0.4970000000000001,Dalian,China,39.38N,120.69E
1956-12-01,-5.311,0.546,Dalian,China,39.38N,120.69E
1957-01-01,-5.522,0.387,Dalian,China,39.38N,120.69E
1957-02-01,-6.553,0.409,Dalian,China,39.38N,120.69E
1957-03-01,-0.94,0.275,Dalian,China,39.38N,120.69E
1957-04-01,9.45,0.316,Dalian,China,39.38N,120.69E
1957-05-01,16.381,0.222,Dalian,China,39.38N,120.69E
1957-06-01,19.19,0.471,Dalian,China,39.38N,120.69E
1957-07-01,22.284000000000002,0.435,Dalian,China,39.38N,120.69E
1957-08-01,23.421,0.7120000000000001,Dalian,China,39.38N,120.69E
1957-09-01,18.023,0.4970000000000001,Dalian,China,39.38N,120.69E
1957-10-01,12.843,0.364,Dalian,China,39.38N,120.69E
1957-11-01,7.398,0.212,Dalian,China,39.38N,120.69E
1957-12-01,-0.949,0.256,Dalian,China,39.38N,120.69E
1958-01-01,-5.401,0.338,Dalian,China,39.38N,120.69E
1958-02-01,-3.071,0.324,Dalian,China,39.38N,120.69E
1958-03-01,1.853,0.14,Dalian,China,39.38N,120.69E
1958-04-01,9.389,0.366,Dalian,China,39.38N,120.69E
1958-05-01,15.439000000000002,0.236,Dalian,China,39.38N,120.69E
1958-06-01,20.645,0.375,Dalian,China,39.38N,120.69E
1958-07-01,24.55,0.409,Dalian,China,39.38N,120.69E
1958-08-01,23.248,0.297,Dalian,China,39.38N,120.69E
1958-09-01,20.296,0.219,Dalian,China,39.38N,120.69E
1958-10-01,12.276,0.225,Dalian,China,39.38N,120.69E
1958-11-01,5.457000000000001,0.103,Dalian,China,39.38N,120.69E
1958-12-01,1.5719999999999998,0.26,Dalian,China,39.38N,120.69E
1959-01-01,-5.2200000000000015,0.25,Dalian,China,39.38N,120.69E
1959-02-01,-0.6400000000000001,0.18,Dalian,China,39.38N,120.69E
1959-03-01,4.9910000000000005,0.339,Dalian,China,39.38N,120.69E
1959-04-01,9.699,0.179,Dalian,China,39.38N,120.69E
1959-05-01,17.312,0.118,Dalian,China,39.38N,120.69E
1959-06-01,20.249000000000002,0.391,Dalian,China,39.38N,120.69E
1959-07-01,23.709,0.376,Dalian,China,39.38N,120.69E
1959-08-01,24.638,0.228,Dalian,China,39.38N,120.69E
1959-09-01,19.985,0.303,Dalian,China,39.38N,120.69E
1959-10-01,14.545,0.342,Dalian,China,39.38N,120.69E
1959-11-01,3.889,0.214,Dalian,China,39.38N,120.69E
1959-12-01,-1.1880000000000002,0.366,Dalian,China,39.38N,120.69E
1960-01-01,-5.287999999999999,0.306,Dalian,China,39.38N,120.69E
1960-02-01,0.6299999999999999,0.379,Dalian,China,39.38N,120.69E
1960-03-01,3.414,0.181,Dalian,China,39.38N,120.69E
1960-04-01,9.252,0.282,Dalian,China,39.38N,120.69E
1960-05-01,15.38,0.343,Dalian,China,39.38N,120.69E
1960-06-01,19.992,0.237,Dalian,China,39.38N,120.69E
1960-07-01,23.452,0.238,Dalian,China,39.38N,120.69E
1960-08-01,23.669,0.42,Dalian,China,39.38N,120.69E
1960-09-01,20.642,0.13699999999999998,Dalian,China,39.38N,120.69E
1960-10-01,13.148,0.147,Dalian,China,39.38N,120.69E
