dt;AverageTemperature;AverageTemperatureUncertainty;Country
09/1896;0.025271000000000002;1.1840000000000002;Christmas Island
10/1896;0.025478;1.51;Christmas Island
11/1896;0.025544;1.945;Christmas Island
12/1896;0.025362;0.7979999999999999;Christmas Island
01/1897;0.025728;1.6269999999999998;Christmas Island
02/1897;0.026369;0.769;Christmas Island
03/1897;0.025696999999999998;0.919;Christmas Island
04/1897;0.026108;0.7909999999999999;Christmas Island
05/1897;0.026398000000000005;0.568;Christmas Island
06/1897;0.026213;0.612;Christmas Island
07/1897;0.025194000000000008;0.62;Christmas Island
08/1897;0.024771;0.519;Christmas Island
09/1897;0.024954;0.599;Christmas Island
10/1897;0.024995999999999997;0.605;Christmas Island
11/1897;0.025511;0.779;Christmas Island
12/1897;0.026095;0.774;Christmas Island
01/1898;0.025637;1.187;Christmas Island
02/1898;0.025692;0.562;Christmas Island
03/1898;0.026014;0.644;Christmas Island
04/1898;0.026164;0.594;Christmas Island
05/1898;0.026084;0.812;Christmas Island
06/1898;0.025335;0.483;Christmas Island
07/1898;0.024905;0.579;Christmas Island
08/1898;0.02478;0.579;Christmas Island
09/1898;0.024857;0.813;Christmas Island
10/1898;0.024864999999999998;0.784;Christmas Island
11/1898;0.025786;0.899;Christmas Island
12/1898;0.025623999999999997;1.382;Christmas Island
01/1899;0.025966;1.454;Christmas Island
02/1899;0.025279;0.986;Christmas Island
03/1899;0.02597;0.72;Christmas Island
04/1899;0.025671;0.746;Christmas Island
05/1899;0.025916;0.568;Christmas Island
06/1899;0.02494;0.613;Christmas Island
07/1899;0.024913;0.486;Christmas Island
08/1899;0.024838000000000002;0.948;Christmas Island
09/1899;0.024953000000000003;0.516;Christmas Island
10/1899;0.02502;0.604;Christmas Island
11/1899;0.025731999999999998;0.526;Christmas Island
12/1899;0.025513;0.835;Christmas Island
01/1900;0.02579;0.763;Christmas Island
02/1900;0.026074;0.85;Christmas Island
03/1900;0.026404;0.647;Christmas Island
04/1900;0.025977;0.502;Christmas Island
05/1900;0.0261;0.47;Christmas Island
06/1900;0.025675;0.747;Christmas Island
07/1900;0.024545;0.595;Christmas Island
08/1900;0.024417;0.5870000000000001;Christmas Island
09/1900;0.025093000000000004;0.807;Christmas Island
10/1900;0.025448000000000002;0.6709999999999999;Christmas Island
11/1900;0.025619;0.909;Christmas Island
12/1900;0.026156;0.664;Christmas Island
01/1901;0.025705;0.491;Christmas Island
02/1901;0.025716000000000003;0.767;Christmas Island
03/1901;0.026085999999999998;0.645;Christmas Island
04/1901;0.026435;0.695;Christmas Island
05/1901;0.026566;0.464;Christmas Island
06/1901;0.025475;0.536;Christmas Island
07/1901;0.024831000000000002;0.727;Christmas Island
08/1901;0.024289;0.6629999999999999;Christmas Island
09/1901;0.02493;0.48;Christmas Island
10/1901;0.025347;0.64;Christmas Island
11/1901;0.025774000000000002;0.579;Christmas Island
12/1901;0.025291;0.494;Christmas Island
01/1902;0.025797;0.598;Christmas Island
02/1902;0.025645;0.7490000000000001;Christmas Island
03/1902;0.02634;0.5870000000000001;Christmas Island
04/1902;0.026043000000000004;0.495;Christmas Island
05/1902;0.025929999999999998;0.511;Christmas Island
06/1902;0.025299;0.5329999999999999;Christmas Island
07/1902;0.024799;0.524;Christmas Island
08/1902;0.024596;0.642;Christmas Island
09/1902;0.024809;0.723;Christmas Island
10/1902;0.025124;0.825;Christmas Island
11/1902;0.025609000000000003;1.013;Christmas Island
12/1902;0.025382000000000002;0.8390000000000001;Christmas Island
01/1903;0.026081;1.071;Christmas Island
02/1903;0.025816;0.883;Christmas Island
03/1903;0.026419;0.505;Christmas Island
04/1903;0.02586;0.421;Christmas Island
05/1903;0.025835;0.369;Christmas Island
06/1903;0.025835;0.648;Christmas Island
07/1903;0.025171000000000006;0.5820000000000001;Christmas Island
08/1903;0.025112;1.12;Christmas Island
09/1903;0.024901;0.467;Christmas Island
10/1903;0.02538000000000001;1.4;Christmas Island
11/1903;0.025475;0.8240000000000001;Christmas Island
12/1903;0.024914000000000002;0.5720000000000001;Christmas Island
01/1904;0.025886;0.779;Christmas Island
02/1904;0.025347;0.478;Christmas Island
03/1904;0.02605;0.616;Christmas Island
04/1904;0.025712;0.398;Christmas Island
05/1904;0.025387;0.6990000000000001;Christmas Island
06/1904;0.024602;0.61;Christmas Island
07/1904;0.024588000000000002;0.64;Christmas Island
08/1904;0.024422999999999997;0.589;Christmas Island
09/1904;0.024124;0.638;Christmas Island
10/1904;0.024633000000000006;0.494;Christmas Island
11/1904;0.025112;1.098;Christmas Island
12/1904;0.025478999999999998;0.462;Christmas Island
01/1905;0.025404;0.986;Christmas Island
02/1905;0.025766999999999998;0.5720000000000001;Christmas Island
03/1905;0.026565000000000002;0.467;Christmas Island
04/1905;0.026164;0.294;Christmas Island
05/1905;0.026139;0.626;Christmas Island
06/1905;0.025737;0.333;Christmas Island
07/1905;0.024677000000000004;0.53;Christmas Island
08/1905;0.024399;0.7509999999999999;Christmas Island
09/1905;0.024395;0.777;Christmas Island
10/1905;0.025172;1.239;Christmas Island
11/1905;0.025707999999999998;0.465;Christmas Island
12/1905;0.026332;1.1840000000000002;Christmas Island
01/1906;0.026275;1.166;Christmas Island
02/1906;0.026404;1.4269999999999998;Christmas Island
03/1906;0.026218000000000005;0.551;Christmas Island
04/1906;0.026478;0.772;Christmas Island
05/1906;0.026131;0.579;Christmas Island
06/1906;0.025745999999999998;0.499;Christmas Island
07/1906;0.025114;0.436;Christmas Island
08/1906;0.024797;0.478;Christmas Island
09/1906;0.025047;0.622;Christmas Island
10/1906;0.024977;0.414;Christmas Island
11/1906;0.024916;1.473;Christmas Island
12/1906;0.025887;0.748;Christmas Island
01/1907;0.026068;0.499;Christmas Island
02/1907;0.025695;0.423;Christmas Island
03/1907;0.025928999999999997;0.452;Christmas Island
04/1907;0.026345;0.779;Christmas Island
05/1907;0.026112;0.8079999999999999;Christmas Island
06/1907;0.025349;0.448;Christmas Island
07/1907;0.024735000000000007;0.347;Christmas Island
08/1907;0.024369;0.406;Christmas Island
09/1907;0.024749;0.376;Christmas Island
10/1907;0.025602;0.765;Christmas Island
11/1907;0.025553999999999997;0.35;Christmas Island
12/1907;0.025237;0.988;Christmas Island
01/1908;0.0256;0.8190000000000001;Christmas Island
02/1908;0.025601;0.947;Christmas Island
03/1908;0.025845;0.564;Christmas Island
04/1908;0.026061;0.6609999999999999;Christmas Island
05/1908;0.025904;0.5820000000000001;Christmas Island
06/1908;0.024824000000000002;0.726;Christmas Island
07/1908;0.024261000000000005;0.5820000000000001;Christmas Island
08/1908;0.023974;0.779;Christmas Island
09/1908;0.024297999999999997;0.755;Christmas Island
10/1908;0.024954;0.33;Christmas Island
11/1908;0.025188;0.473;Christmas Island
12/1908;0.025559000000000002;0.779;Christmas Island
01/1909;0.026139;0.589;Christmas Island
02/1909;0.025907;0.418;Christmas Island
03/1909;0.025524;0.735;Christmas Island
04/1909;0.025806000000000003;0.419;Christmas Island
05/1909;0.025686;0.322;Christmas Island
06/1909;0.025051999999999998;0.614;Christmas Island
07/1909;0.024648000000000003;0.477;Christmas Island
08/1909;0.02456900000000001;0.366;Christmas Island
09/1909;0.024771;0.8420000000000001;Christmas Island
10/1909;0.024691000000000008;0.575;Christmas Island
11/1909;0.025131;0.759;Christmas Island
12/1909;0.025448000000000002;0.7070000000000001;Christmas Island
01/1910;0.025906;0.606;Christmas Island
02/1910;0.025867;0.954;Christmas Island
03/1910;0.026017;0.645;Christmas Island
04/1910;0.025918000000000004;0.789;Christmas Island
05/1910;0.02569;0.5539999999999999;Christmas Island
06/1910;0.024948;0.779;Christmas Island
07/1910;0.024943;0.326;Christmas Island
08/1910;0.024521;0.34;Christmas Island
09/1910;0.024946000000000003;0.383;Christmas Island
10/1910;0.024433000000000003;1.24;Christmas Island
11/1910;0.024967;1.117;Christmas Island
12/1910;0.024948;0.399;Christmas Island
01/1911;0.025373999999999997;0.404;Christmas Island
02/1911;0.025478;0.494;Christmas Island
03/1911;0.026569000000000002;0.994;Christmas Island
04/1911;0.026069000000000002;0.6729999999999999;Christmas Island
05/1911;0.025868;0.596;Christmas Island
06/1911;0.025322;0.478;Christmas Island
07/1911;0.024664000000000002;0.315;Christmas Island
08/1911;0.024464;0.888;Christmas Island
09/1911;0.024792;0.621;Christmas Island
10/1911;0.024927;0.742;Christmas Island
11/1911;0.025876;1.655;Christmas Island
12/1911;0.025132;0.907;Christmas Island
01/1912;0.025781;0.726;Christmas Island
02/1912;0.026422;0.598;Christmas Island
03/1912;0.026077000000000003;0.501;Christmas Island
04/1912;0.026732;0.434;Christmas Island
05/1912;0.026528;0.8540000000000001;Christmas Island
06/1912;0.025771000000000002;0.695;Christmas Island
07/1912;0.025036000000000003;0.579;Christmas Island
08/1912;0.025079;1.234;Christmas Island
09/1912;0.024987;0.505;Christmas Island
10/1912;0.025314;0.974;Christmas Island
11/1912;0.025387;0.474;Christmas Island
12/1912;0.025657;0.335;Christmas Island
01/1913;0.025592;0.861;Christmas Island
02/1913;0.026667000000000003;0.722;Christmas Island
03/1913;0.02557;0.741;Christmas Island
04/1913;0.025791;0.617;Christmas Island
05/1913;0.025865;0.313;Christmas Island
06/1913;0.025196000000000003;0.7609999999999999;Christmas Island
07/1913;0.024556;0.908;Christmas Island
08/1913;0.024523000000000003;0.488;Christmas Island
09/1913;0.024829999999999998;0.463;Christmas Island
10/1913;0.025105;0.863;Christmas Island
11/1913;0.025821;0.936;Christmas Island
12/1913;0.025921;0.7959999999999999;Christmas Island
01/1914;0.026655;0.625;Christmas Island
02/1914;0.026598000000000004;0.638;Christmas Island
03/1914;0.026859;1.218;Christmas Island
04/1914;0.026012;0.536;Christmas Island
05/1914;0.025747;0.994;Christmas Island
06/1914;0.025134;0.638;Christmas Island
07/1914;0.024457999999999997;0.5720000000000001;Christmas Island
08/1914;0.024634;0.425;Christmas Island
09/1914;0.024877;0.7809999999999999;Christmas Island
10/1914;0.026022;0.445;Christmas Island
11/1914;0.026364000000000002;0.752;Christmas Island
12/1914;0.026228;0.5479999999999999;Christmas Island
01/1915;0.026202000000000003;0.519;Christmas Island
02/1915;0.02578;0.996;Christmas Island
03/1915;0.026709;0.662;Christmas Island
04/1915;0.026701;0.547;Christmas Island
05/1915;0.026629999999999997;0.585;Christmas Island
06/1915;0.025977;0.348;Christmas Island
07/1915;0.025486;0.711;Christmas Island
08/1915;0.024741;0.373;Christmas Island
09/1915;0.024776;0.309;Christmas Island
10/1915;0.025357000000000008;0.234;Christmas Island
11/1915;0.026153;0.762;Christmas Island
12/1915;0.026334;0.7490000000000001;Christmas Island
01/1916;0.026205;0.6970000000000001;Christmas Island
02/1916;0.026011;0.488;Christmas Island
03/1916;0.026482;1.08;Christmas Island
04/1916;0.026239000000000002;0.479;Christmas Island
05/1916;0.026106;0.685;Christmas Island
06/1916;0.025883000000000003;0.767;Christmas Island
07/1916;0.025134;0.464;Christmas Island
08/1916;0.025032;0.534;Christmas Island
09/1916;0.025592;0.6609999999999999;Christmas Island
10/1916;0.025228;0.46;Christmas Island
11/1916;0.024755;0.911;Christmas Island
12/1916;0.025356999999999998;0.5379999999999999;Christmas Island
01/1917;0.025612;0.5820000000000001;Christmas Island
02/1917;0.025646000000000002;0.413;Christmas Island
03/1917;0.0256;0.4370000000000001;Christmas Island
04/1917;0.025788000000000002;0.384;Christmas Island
05/1917;0.025641999999999998;0.336;Christmas Island
06/1917;0.025095;0.394;Christmas Island
07/1917;0.025067;0.679;Christmas Island
08/1917;0.024561;0.485;Christmas Island
09/1917;0.025053000000000002;0.547;Christmas Island
10/1917;0.024950000000000007;0.531;Christmas Island
11/1917;0.025312;0.851;Christmas Island
12/1917;0.024793000000000003;0.46;Christmas Island
01/1918;0.024997;1.15;Christmas Island
02/1918;0.025212;0.292;Christmas Island
03/1918;0.025597;0.6920000000000001;Christmas Island
04/1918;0.026045000000000002;0.6890000000000001;Christmas Island
05/1918;0.026376;1.132;Christmas Island
06/1918;0.025707;1.611;Christmas Island
07/1918;0.024877;0.737;Christmas Island
08/1918;0.024242;0.359;Christmas Island
09/1918;0.024986;0.425;Christmas Island
10/1918;0.025424;0.562;Christmas Island
11/1918;0.025831;0.75;Christmas Island
12/1918;0.025748999999999998;0.326;Christmas Island
01/1919;0.026232;1.148;Christmas Island
02/1919;0.026169;0.618;Christmas Island
03/1919;0.026533;0.601;Christmas Island
04/1919;0.026447;0.8029999999999999;Christmas Island
05/1919;0.025922999999999998;0.728;Christmas Island
06/1919;0.025577000000000003;0.343;Christmas Island
07/1919;0.024817;0.429;Christmas Island
08/1919;0.024502;0.442;Christmas Island
09/1919;0.024997;0.259;Christmas Island
10/1919;0.025182;0.457;Christmas Island
11/1919;0.025699000000000003;1.031;Christmas Island
12/1919;0.025781;0.5710000000000001;Christmas Island
01/1920;0.025911999999999998;0.416;Christmas Island
02/1920;0.026015999999999997;0.5820000000000001;Christmas Island
03/1920;0.025734000000000003;0.389;Christmas Island
04/1920;0.025905;0.674;Christmas Island
05/1920;0.025648000000000004;0.365;Christmas Island
06/1920;0.025417000000000002;0.406;Christmas Island
07/1920;0.024449000000000002;0.7609999999999999;Christmas Island
08/1920;0.024302;0.307;Christmas Island
09/1920;0.024978999999999998;0.386;Christmas Island
10/1920;0.025063;0.7140000000000001;Christmas Island
11/1920;0.026123999999999998;1.209;Christmas Island
12/1920;0.025803;0.645;Christmas Island
01/1921;0.025922999999999998;0.477;Christmas Island
02/1921;0.025869;0.599;Christmas Island
03/1921;0.02604;0.344;Christmas Island
04/1921;0.026231;0.6829999999999999;Christmas Island
05/1921;0.026262;0.363;Christmas Island
06/1921;0.025958;1.15;Christmas Island
07/1921;0.025275;0.8109999999999999;Christmas Island
08/1921;0.025114;0.583;Christmas Island
09/1921;0.025228;0.894;Christmas Island
10/1921;0.02539;0.938;Christmas Island
11/1921;0.025315999999999998;0.472;Christmas Island
12/1921;0.025639;0.489;Christmas Island
01/1922;0.026169;0.797;Christmas Island
02/1922;0.025754000000000003;0.397;Christmas Island
03/1922;0.026321999999999998;0.48;Christmas Island
04/1922;0.026452000000000003;0.436;Christmas Island
05/1922;0.025855;0.429;Christmas Island
06/1922;0.025235;0.708;Christmas Island
07/1922;0.024498000000000002;0.632;Christmas Island
08/1922;0.024509;0.628;Christmas Island
09/1922;0.024626000000000002;0.615;Christmas Island
10/1922;0.025201;0.635;Christmas Island
11/1922;0.025466000000000003;0.483;Christmas Island
12/1922;0.02526;0.74;Christmas Island
01/1923;0.025421;0.511;Christmas Island
02/1923;0.026251999999999998;1.002;Christmas Island
03/1923;0.026209;0.41;Christmas Island
04/1923;0.026341;0.3;Christmas Island
05/1923;0.025838999999999997;0.265;Christmas Island
06/1923;0.02477;1.199;Christmas Island
07/1923;0.024648000000000003;0.482;Christmas Island
08/1923;0.024146;0.6559999999999999;Christmas Island
09/1923;0.024161000000000002;0.488;Christmas Island
10/1923;0.02497600000000001;0.96;Christmas Island
11/1923;0.026047999999999998;0.496;Christmas Island
12/1923;0.026046;0.684;Christmas Island
01/1924;0.025906;0.611;Christmas Island
02/1924;0.026365;0.403;Christmas Island
03/1924;0.026461;0.337;Christmas Island
04/1924;0.025789000000000003;0.5479999999999999;Christmas Island
05/1924;0.026314;0.326;Christmas Island
06/1924;0.025633000000000003;0.531;Christmas Island
07/1924;0.025070000000000002;0.495;Christmas Island
08/1924;0.024605000000000002;0.55;Christmas Island
09/1924;0.025070000000000002;0.883;Christmas Island
10/1924;0.024565;0.362;Christmas Island
11/1924;0.02518;0.643;Christmas Island
12/1924;0.025363000000000004;0.748;Christmas Island
01/1925;0.025140999999999997;0.862;Christmas Island
02/1925;0.025286000000000003;0.745;Christmas Island
03/1925;0.025908;0.535;Christmas Island
04/1925;0.025953000000000004;0.407;Christmas Island
05/1925;0.0261;0.493;Christmas Island
06/1925;0.025361;0.503;Christmas Island
07/1925;0.024527;0.489;Christmas Island
08/1925;0.024712;0.593;Christmas Island
09/1925;0.024557;1.234;Christmas Island
10/1925;0.025107000000000008;0.435;Christmas Island
11/1925;0.026423;0.468;Christmas Island
12/1925;0.026313;0.62;Christmas Island
01/1926;0.026497;0.6859999999999999;Christmas Island
02/1926;0.026824999999999998;1.103;Christmas Island
03/1926;0.026401;0.408;Christmas Island
04/1926;0.026664;0.321;Christmas Island
05/1926;0.026049;0.428;Christmas Island
06/1926;0.025344000000000002;0.504;Christmas Island
07/1926;0.025199000000000003;0.395;Christmas Island
08/1926;0.024849;0.379;Christmas Island
09/1926;0.02526;0.449;Christmas Island
10/1926;0.025538;0.517;Christmas Island
11/1926;0.026681;0.643;Christmas Island
12/1926;0.02573;0.5670000000000001;Christmas Island
01/1927;0.025827000000000003;0.395;Christmas Island
02/1927;0.02599;0.431;Christmas Island
03/1927;0.026126999999999997;0.383;Christmas Island
04/1927;0.026118;0.364;Christmas Island
05/1927;0.025777;0.642;Christmas Island
06/1927;0.025408999999999998;0.537;Christmas Island
07/1927;0.025004000000000002;0.331;Christmas Island
08/1927;0.024785;0.5;Christmas Island
09/1927;0.025326;0.633;Christmas Island
10/1927;0.025315;0.3670000000000001;Christmas Island
11/1927;0.025892;0.591;Christmas Island
12/1927;0.025626000000000003;0.5429999999999999;Christmas Island
01/1928;0.026404;0.639;Christmas Island
02/1928;0.026229;0.462;Christmas Island
03/1928;0.026584;0.271;Christmas Island
04/1928;0.026254000000000003;0.371;Christmas Island
05/1928;0.026437000000000002;0.6509999999999999;Christmas Island
06/1928;0.026004000000000003;0.906;Christmas Island
07/1928;0.024867999999999998;0.32;Christmas Island
08/1928;0.025202000000000002;0.67;Christmas Island
09/1928;0.025261;0.455;Christmas Island
10/1928;0.02516200000000001;0.369;Christmas Island
11/1928;0.026357;0.394;Christmas Island
12/1928;0.025704;0.451;Christmas Island
01/1929;0.026028;0.366;Christmas Island
02/1929;0.025814;0.408;Christmas Island
03/1929;0.025838999999999997;1.157;Christmas Island
04/1929;0.026001999999999997;0.561;Christmas Island
05/1929;0.026425;0.8;Christmas Island
06/1929;0.024967;0.569;Christmas Island
07/1929;0.023879;0.447;Christmas Island
08/1929;0.024454999999999998;0.456;Christmas Island
09/1929;0.024706;0.715;Christmas Island
10/1929;0.024882;0.65;Christmas Island
11/1929;0.025652;0.42;Christmas Island
12/1929;0.025515999999999997;0.542;Christmas Island
01/1930;0.026177;0.8079999999999999;Christmas Island
02/1930;0.025922999999999998;0.308;Christmas Island
03/1930;0.026433000000000005;0.235;Christmas Island
04/1930;0.025678;0.625;Christmas Island
05/1930;0.026007000000000002;0.306;Christmas Island
06/1930;0.025577000000000003;0.254;Christmas Island
07/1930;0.024966000000000002;0.287;Christmas Island
08/1930;0.024695;0.642;Christmas Island
09/1930;0.025192;0.304;Christmas Island
10/1930;0.025256;0.339;Christmas Island
11/1930;0.025838;0.352;Christmas Island
12/1930;0.025386;0.969;Christmas Island
01/1931;0.026585;0.374;Christmas Island
02/1931;0.026686;0.46;Christmas Island
03/1931;0.026637;0.517;Christmas Island
04/1931;0.026876;0.6;Christmas Island
05/1931;0.026446;0.51;Christmas Island
06/1931;0.026044;0.374;Christmas Island
07/1931;0.025663000000000002;0.392;Christmas Island
08/1931;0.025279;0.393;Christmas Island
09/1931;0.025454;0.373;Christmas Island
10/1931;0.025503;0.272;Christmas Island
11/1931;0.025636;0.621;Christmas Island
12/1931;0.026396;0.525;Christmas Island
01/1932;0.025996;0.917;Christmas Island
02/1932;0.026311;0.421;Christmas Island
03/1932;0.026628;0.535;Christmas Island
04/1932;0.026424;0.334;Christmas Island
05/1932;0.026556;0.273;Christmas Island
06/1932;0.025742;0.287;Christmas Island
07/1932;0.025585;0.555;Christmas Island
08/1932;0.025204999999999998;0.478;Christmas Island
09/1932;0.025;0.496;Christmas Island
10/1932;0.025463999999999997;0.435;Christmas Island
11/1932;0.025654;0.785;Christmas Island
12/1932;0.025233000000000002;1.5830000000000002;Christmas Island
01/1933;0.026411999999999998;0.8340000000000001;Christmas Island
02/1933;0.026273000000000005;0.935;Christmas Island
03/1933;0.026155;0.464;Christmas Island
04/1933;0.026435;0.596;Christmas Island
05/1933;0.026333;0.281;Christmas Island
06/1933;0.025603;0.271;Christmas Island
07/1933;0.025155;0.388;Christmas Island
08/1933;0.025241;0.47;Christmas Island
09/1933;0.024929;0.32;Christmas Island
10/1933;0.025065;0.304;Christmas Island
11/1933;0.025379000000000002;0.66;Christmas Island
12/1933;0.025581;0.462;Christmas Island
01/1934;0.025611000000000002;0.621;Christmas Island
02/1934;0.025694;1.146;Christmas Island
03/1934;0.025704;0.8009999999999999;Christmas Island
04/1934;0.025991;0.326;Christmas Island
05/1934;0.026185;0.517;Christmas Island
06/1934;0.02562;0.448;Christmas Island
07/1934;0.024771;0.329;Christmas Island
08/1934;0.024953000000000003;0.387;Christmas Island
09/1934;0.025086999999999998;0.6579999999999999;Christmas Island
10/1934;0.025274;0.364;Christmas Island
11/1934;0.025178000000000002;0.369;Christmas Island
12/1934;0.025661;0.664;Christmas Island
01/1935;0.025455;0.8420000000000001;Christmas Island
02/1935;0.026241;0.713;Christmas Island
03/1935;0.026265;0.7979999999999999;Christmas Island
04/1935;0.025779;0.583;Christmas Island
05/1935;0.02616;0.48;Christmas Island
06/1935;0.025306000000000002;0.475;Christmas Island
07/1935;0.024387;0.901;Christmas Island
08/1935;0.025073;0.259;Christmas Island
09/1935;0.024649;0.966;Christmas Island
10/1935;0.025196000000000003;0.624;Christmas Island
11/1935;0.02569;0.586;Christmas Island
12/1935;0.026103;1.023;Christmas Island
01/1936;0.026069000000000002;0.5870000000000001;Christmas Island
02/1936;0.026534;0.627;Christmas Island
03/1936;0.026636;0.867;Christmas Island
04/1936;0.02638;0.337;Christmas Island
05/1936;0.026629;0.53;Christmas Island
06/1936;0.025913;0.449;Christmas Island
07/1936;0.025451;0.653;Christmas Island
08/1936;0.025453000000000003;0.83;Christmas Island
09/1936;0.025606999999999998;0.439;Christmas Island
10/1936;0.025462;0.467;Christmas Island
11/1936;0.025668000000000003;0.477;Christmas Island
12/1936;0.025744;0.362;Christmas Island
01/1937;0.026126;0.293;Christmas Island
02/1937;0.026599;0.753;Christmas Island
03/1937;0.026578000000000004;0.346;Christmas Island
04/1937;0.025927;0.597;Christmas Island
05/1937;0.026045000000000002;0.45;Christmas Island
06/1937;0.025854;0.357;Christmas Island
07/1937;0.025144;0.5489999999999999;Christmas Island
08/1937;0.024883000000000006;0.502;Christmas Island
09/1937;0.025202000000000002;0.368;Christmas Island
10/1937;0.02556900000000001;0.3670000000000001;Christmas Island
11/1937;0.026761;0.62;Christmas Island
12/1937;0.025768;0.33;Christmas Island
01/1938;0.026309000000000003;0.431;Christmas Island
02/1938;0.026434000000000003;0.366;Christmas Island
03/1938;0.02666;0.303;Christmas Island
04/1938;0.026484999999999998;0.328;Christmas Island
05/1938;0.026359999999999998;0.248;Christmas Island
06/1938;0.02565;0.344;Christmas Island
07/1938;0.025055000000000004;0.773;Christmas Island
08/1938;0.024949000000000002;0.456;Christmas Island
09/1938;0.025325;0.568;Christmas Island
10/1938;0.025925;0.366;Christmas Island
11/1938;0.026085999999999998;0.815;Christmas Island
12/1938;0.025976;0.255;Christmas Island
01/1939;0.025530999999999998;0.804;Christmas Island
02/1939;0.026158;0.652;Christmas Island
03/1939;0.026306;0.389;Christmas Island
04/1939;0.026324;0.395;Christmas Island
05/1939;0.026138;0.362;Christmas Island
06/1939;0.025283;0.665;Christmas Island
07/1939;0.024591000000000002;0.904;Christmas Island
08/1939;0.024523000000000003;0.784;Christmas Island
09/1939;0.024757;0.687;Christmas Island
10/1939;0.025015999999999997;0.297;Christmas Island
11/1939;0.026007000000000002;0.331;Christmas Island
12/1939;0.026506000000000002;0.665;Christmas Island
01/1940;0.025856999999999998;0.3;Christmas Island
02/1940;0.026454000000000002;0.6729999999999999;Christmas Island
03/1940;0.026713;0.755;Christmas Island
04/1940;0.026457;0.272;Christmas Island
05/1940;0.026209;0.268;Christmas Island
06/1940;0.025785;0.344;Christmas Island
07/1940;0.024905999999999998;0.448;Christmas Island
08/1940;0.02466200000000001;0.493;Christmas Island
09/1940;0.025196000000000003;0.721;Christmas Island
10/1940;0.025832;0.331;Christmas Island
11/1940;0.026289;0.365;Christmas Island
12/1940;0.026518;0.536;Christmas Island
01/1941;0.026566;0.601;Christmas Island
02/1941;0.026984;1.223;Christmas Island
03/1941;0.026722000000000003;0.31;Christmas Island
04/1941;0.027132;0.775;Christmas Island
05/1941;0.027154;0.418;Christmas Island
06/1941;0.025915;0.805;Christmas Island
07/1941;0.025698000000000002;0.539;Christmas Island
08/1941;0.025178000000000002;0.376;Christmas Island
09/1941;0.025321000000000003;0.627;Christmas Island
10/1941;0.025450000000000007;0.481;Christmas Island
11/1941;0.026273000000000005;0.785;Christmas Island
12/1941;0.026483;0.444;Christmas Island
01/1942;0.026678;0.489;Christmas Island
02/1942;0.026812000000000002;0.5770000000000001;Christmas Island
03/1942;0.026699;0.855;Christmas Island
04/1942;0.026639;0.586;Christmas Island
05/1942;0.026268999999999997;0.557;Christmas Island
06/1942;0.02589;0.614;Christmas Island
07/1942;0.025011000000000005;0.6579999999999999;Christmas Island
08/1942;0.025007;0.461;Christmas Island
09/1942;0.025182;0.627;Christmas Island
10/1942;0.025469000000000002;0.42;Christmas Island
11/1942;0.026251;0.47;Christmas Island
12/1942;0.026263;0.439;Christmas Island
01/1943;0.025855;0.473;Christmas Island
02/1943;0.026155;0.473;Christmas Island
03/1943;0.026427;0.545;Christmas Island
04/1943;0.026422;0.394;Christmas Island
05/1943;0.026501999999999998;0.406;Christmas Island
06/1943;0.025594000000000002;0.443;Christmas Island
07/1943;0.024823;0.495;Christmas Island
08/1943;0.024681;0.42;Christmas Island
09/1943;0.024969;0.588;Christmas Island
10/1943;0.025259;0.466;Christmas Island
11/1943;0.025928;0.476;Christmas Island
12/1943;0.026306;0.519;Christmas Island
01/1944;0.026063;0.493;Christmas Island
02/1944;0.026269999999999998;0.419;Christmas Island
03/1944;0.02677;0.465;Christmas Island
04/1944;0.026618;0.509;Christmas Island
05/1944;0.02653;0.562;Christmas Island
06/1944;0.025689;0.563;Christmas Island
07/1944;0.025459000000000002;0.588;Christmas Island
08/1944;0.025165000000000007;0.503;Christmas Island
09/1944;0.025457999999999998;0.655;Christmas Island
10/1944;0.026085999999999998;0.579;Christmas Island
11/1944;0.026009;0.494;Christmas Island
12/1944;0.02591;0.513;Christmas Island
01/1945;0.026811;0.459;Christmas Island
02/1945;0.026257000000000003;0.6759999999999999;Christmas Island
03/1945;0.026702;0.574;Christmas Island
04/1945;0.026416000000000002;0.723;Christmas Island
05/1945;0.026286999999999998;0.467;Christmas Island
06/1945;0.025757000000000002;0.574;Christmas Island
07/1945;0.025003;0.551;Christmas Island
08/1945;0.024928000000000002;0.436;Christmas Island
09/1945;0.025096;0.444;Christmas Island
10/1945;0.025927;0.56;Christmas Island
11/1945;0.026112;0.53;Christmas Island
12/1945;0.02585;0.737;Christmas Island
01/1946;0.026654;0.5770000000000001;Christmas Island
02/1946;0.026242;0.765;Christmas Island
03/1946;0.026615;0.654;Christmas Island
04/1946;0.026727;0.952;Christmas Island
05/1946;0.026346;0.836;Christmas Island
06/1946;0.025705;0.565;Christmas Island
07/1946;0.025274;0.877;Christmas Island
08/1946;0.025649;1.315;Christmas Island
09/1946;0.025364;0.486;Christmas Island
10/1946;0.02622300000000001;0.65;Christmas Island
11/1946;0.02598;0.7140000000000001;Christmas Island
12/1946;0.02583;0.7759999999999999;Christmas Island
01/1947;0.026864000000000002;1.216;Christmas Island
02/1947;0.026407;0.948;Christmas Island
03/1947;0.026478;0.695;Christmas Island
04/1947;0.026155;0.777;Christmas Island
05/1947;0.026498;0.339;Christmas Island
